week_ending,spot_price,creation_volume_total,creation_by_activity,cumulative_surplus,annual_demand,penalty_rate,days_to_surrender,price_to_penalty_ratio,policy_events,data_quality
2023-06-02,36.81,169112,"{""commercial_lighting"": 54116, ""heer"": 42278, ""iheab"": 45660, ""piamv"": 27058}",6792308,5800000,32.04,303,1.1489,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}]",synthetic_monthly
2023-06-09,36.92,170827,"{""commercial_lighting"": 54665, ""heer"": 42707, ""iheab"": 46123, ""piamv"": 27332}",6819231,5800000,32.04,296,1.1523,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}]",synthetic_monthly
2023-06-16,36.92,172071,"{""commercial_lighting"": 55063, ""heer"": 43018, ""iheab"": 46459, ""piamv"": 27531}",6846154,5800000,32.04,289,1.1523,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}]",synthetic_monthly
2023-06-23,36.69,172825,"{""commercial_lighting"": 55304, ""heer"": 43206, ""iheab"": 46663, ""piamv"": 27652}",6873077,5800000,32.04,282,1.1451,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}]",synthetic_monthly
2023-06-30,36.46,173077,"{""commercial_lighting"": 55385, ""heer"": 43269, ""iheab"": 46731, ""piamv"": 27692}",6900000,5800000,32.04,275,1.138,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}]",synthetic_monthly
2023-07-07,36.23,172825,"{""commercial_lighting"": 55304, ""heer"": 43206, ""iheab"": 46663, ""piamv"": 27652}",6926923,5800000,32.04,268,1.1308,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-07-14,36.0,172071,"{""commercial_lighting"": 55063, ""heer"": 43018, ""iheab"": 46459, ""piamv"": 27531}",6953846,5800000,32.04,261,1.1236,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-07-21,35.88,170827,"{""commercial_lighting"": 54665, ""heer"": 42707, ""iheab"": 46123, ""piamv"": 27332}",6980769,5800000,32.04,254,1.1199,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-07-28,35.77,169112,"{""commercial_lighting"": 54116, ""heer"": 42278, ""iheab"": 45660, ""piamv"": 27058}",7007692,5800000,32.04,247,1.1164,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-08-04,35.65,166949,"{""commercial_lighting"": 53424, ""heer"": 41737, ""iheab"": 45076, ""piamv"": 26712}",7034615,5800000,32.04,240,1.1127,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-08-11,35.54,164372,"{""commercial_lighting"": 52599, ""heer"": 41093, ""iheab"": 44380, ""piamv"": 26300}",7061538,5800000,32.04,233,1.1092,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-08-18,35.35,161416,"{""commercial_lighting"": 51653, ""heer"": 40354, ""iheab"": 43582, ""piamv"": 25827}",7088462,5800000,32.04,226,1.1033,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-08-25,35.12,158125,"{""commercial_lighting"": 50600, ""heer"": 39531, ""iheab"": 42694, ""piamv"": 25300}",7115385,5800000,32.04,219,1.0961,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-09-01,34.88,154548,"{""commercial_lighting"": 49455, ""heer"": 38637, ""iheab"": 41728, ""piamv"": 24728}",7142308,5800000,32.04,212,1.0886,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-09-08,34.65,150736,"{""commercial_lighting"": 48236, ""heer"": 37684, ""iheab"": 40699, ""piamv"": 24118}",7169231,5800000,32.04,205,1.0815,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-09-15,34.42,146746,"{""commercial_lighting"": 46959, ""heer"": 36686, ""iheab"": 39621, ""piamv"": 23479}",7196154,5800000,32.04,198,1.0743,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-09-22,34.19,142634,"{""commercial_lighting"": 45643, ""heer"": 35658, ""iheab"": 38511, ""piamv"": 22821}",7223077,5800000,32.04,191,1.0671,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-09-29,33.96,138462,"{""commercial_lighting"": 44308, ""heer"": 34616, ""iheab"": 37385, ""piamv"": 22154}",7250000,5800000,32.04,184,1.0599,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-10-06,33.73,134289,"{""commercial_lighting"": 42972, ""heer"": 33572, ""iheab"": 36258, ""piamv"": 21486}",7276923,5800000,32.04,177,1.0527,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-10-13,33.5,130178,"{""commercial_lighting"": 41657, ""heer"": 32544, ""iheab"": 35148, ""piamv"": 20828}",7303846,5800000,32.04,170,1.0456,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-10-20,33.38,126187,"{""commercial_lighting"": 40380, ""heer"": 31547, ""iheab"": 34070, ""piamv"": 20190}",7330769,5800000,32.04,163,1.0418,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-10-27,33.27,122375,"{""commercial_lighting"": 39160, ""heer"": 30594, ""iheab"": 33041, ""piamv"": 19580}",7357692,5800000,32.04,156,1.0384,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-11-03,33.15,118798,"{""commercial_lighting"": 38015, ""heer"": 29700, ""iheab"": 32075, ""piamv"": 19008}",7384615,5800000,32.04,149,1.0346,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-11-10,33.04,115507,"{""commercial_lighting"": 36962, ""heer"": 28877, ""iheab"": 31187, ""piamv"": 18481}",7411538,5800000,32.04,142,1.0312,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-11-17,32.92,112552,"{""commercial_lighting"": 36017, ""heer"": 28138, ""iheab"": 30389, ""piamv"": 18008}",7438462,5800000,32.04,135,1.0275,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-11-24,32.81,109974,"{""commercial_lighting"": 35192, ""heer"": 27494, ""iheab"": 29693, ""piamv"": 17596}",7465385,5800000,32.04,128,1.024,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
2023-12-01,32.69,107811,"{""commercial_lighting"": 34500, ""heer"": 26953, ""iheab"": 29109, ""piamv"": 17250}",7492308,5800000,32.04,121,1.0203,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}]",synthetic_monthly
